Control Number,T1,T2,T3,T4,T5,T6,T7,T1_init,T2_init,T3_init,T4_init,T5_init,T6_init,T7_init,J1,J2,J3,J4,J5,J6,J7,Cube x,Cube y,Cube w,V1,V2,V3,V4,V5,V6,V7,Cube x V,Cube y V,Cube w V,
2285,2.54838,-41.0533,2.89342,34.3007,0.9758,1.08786,0.175773,0.365925,-42.0495,2.53748,27.4911,0.847162,1.26956,0.00219502,-0.097524,0.93542,0.240607,-0.593995,-0.133828,0.0315895,0.105702,0.8,0.02,0,0.0257093,0.0762197,-0.00661495,0.147998,-0.0132076,-0.0725223,0.0180081,8.88178e-19,-7.70372e-34,8.23517e-17,
2286,2.54763,-41.0566,2.8929,34.3007,0.976438,1.08775,0.173447,0.365925,-42.0495,2.53748,27.4911,0.847162,1.26956,0.00219502,-0.0974213,0.935725,0.24058,-0.593403,-0.13388,0.0312992,0.105773,0.8,0.02,0,0.0256788,0.0763003,-0.0066177,0.147979,-0.0131705,-0.0725565,0.0177736,4.44089e-19,-4.44089e-19,1.55553e-16,
2287,2.54688,-41.0599,2.89238,34.3007,0.977074,1.08766,0.171138,0.365925,-42.0495,2.53748,27.4911,0.847162,1.26956,0.00219502,-0.0973187,0.936031,0.240554,-0.592811,-0.133933,0.0310089,0.105843,0.8,0.02,0,0.0256506,0.0763722,-0.00661917,0.147962,-0.0131316,-0.0725959,0.017541,4.44089e-19,-7.70372e-34,1.83004e-16,
2288,2.54614,-41.0631,2.89185,34.3007,0.977708,1.08757,0.168846,0.365925,-42.0495,2.53748,27.4911,0.847162,1.26956,0.00219502,-0.0972162,0.936336,0.240527,-0.592219,-0.133985,0.0307183,0.105912,0.8,0.02,0,0.0256246,0.0764365,-0.00661941,0.147948,-0.0130904,-0.0726354,0.0173101,4.44089e-19,4.44089e-19,1.46403e-16,
2289,2.5454,-41.0664,2.89132,34.3007,0.978342,1.08749,0.166571,0.365925,-42.0495,2.53748,27.4911,0.847162,1.26956,0.00219502,-0.0971138,0.936642,0.240501,-0.591627,-0.134037,0.0304276,0.105981,0.8,0.02,0,0.0256005,0.0764944,-0.00661852,0.147938,-0.0130471,-0.0726732,0.0170809,1.33227e-18,-7.70372e-34,4.57509e-17,
2290,2.50886,-40.9348,2.8898,34.2577,0.982614,1.12787,0.18083,0.364659,-42.1066,2.5397,27.4738,0.848057,1.2708,0.00219627,-0.0970115,0.936949,0.240474,-0.591035,-0.134089,0.0301368,0.106048,0.8,0.02,0,0.0255781,0.0765463,-0.00661661,0.147929,-0.0130016,-0.0727088,0.0168535,8.88178e-19,-7.70372e-34,1.09802e-16,
2291,2.50827,-40.9388,2.88905,34.2577,0.982904,1.1228,0.178022,0.364659,-42.1066,2.5397,27.4738,0.848057,1.2708,0.00219627,-0.0969097,0.937256,0.240448,-0.590444,-0.13414,0.0298557,0.106121,0.8,0.02,0,0.0254641,0.0768103,-0.00649211,0.147815,-0.0125289,-0.0702636,0.0181772,8.88178e-19,4.44089e-19,1.46403e-16,
2292,2.50761,-40.9426,2.88856,34.2578,0.983519,1.12099,0.175563,0.364659,-42.1066,2.5397,27.4738,0.848057,1.2708,0.00219627,-0.096808,0.937564,0.240422,-0.589853,-0.134189,0.0295777,0.106193,0.8,0.02,0,0.0254134,0.0770205,-0.00648126,0.147835,-0.0123469,-0.0695149,0.017997,1.33227e-18,4.44089e-19,3.66008e-17,
2293,2.50694,-40.9463,2.88814,34.2581,0.984223,1.12032,0.173216,0.364659,-42.1066,2.5397,27.4738,0.848057,1.2708,0.00219627,-0.0967065,0.937873,0.240396,-0.589262,-0.134238,0.0293005,0.106264,0.8,0.02,0,0.0253715,0.0771733,-0.00648394,0.147833,-0.0122689,-0.0692916,0.0177536,4.44089e-19,4.44089e-19,9.15019e-17,
2294,2.50626,-40.9499,2.88774,34.2583,0.984948,1.12004,0.170921,0.364659,-42.1066,2.5397,27.4738,0.848057,1.2708,0.00219627,-0.0966052,0.938182,0.24037,-0.58867,-0.134287,0.0290235,0.106334,0.8,0.02,0,0.0253332,0.0772941,-0.00648913,0.147814,-0.0122207,-0.0692469,0.0175178,-4.44089e-19,4.44089e-19,1.64703e-16,
2295,2.50559,-40.9535,2.88734,34.2586,0.985675,1.11991,0.168661,0.364659,-42.1066,2.5397,27.4738,0.848057,1.2708,0.00219627,-0.096504,0.938491,0.240344,-0.588079,-0.134336,0.0287465,0.106403,0.8,0.02,0,0.0252979,0.0773962,-0.00649387,0.147792,-0.0121794,-0.0692638,0.0172878,-2.6963e-33,-7.70372e-34,2.10454e-16,
2296,2.50491,-40.9571,2.88693,34.2589,0.9864,1.11983,0.16643,0.364659,-42.1066,2.5397,27.4738,0.848057,1.2708,0.00219627,-0.0964029,0.938801,0.240318,-0.587488,-0.134384,0.0284693,0.106471,0.8,0.02,0,0.0252655,0.0774856,-0.00649736,0.147771,-0.0121378,-0.069301,0.0170617,-2.6963e-33,4.44089e-19,1.73854e-16,
2297,2.50425,-40.9606,2.88651,34.2592,0.987124,1.11976,0.164231,0.364659,-42.1066,2.5397,27.4738,0.848057,1.2708,0.00219627,-0.096302,0.939112,0.240292,-0.586897,-0.134433,0.0281919,0.106539,0.8,0.02,0,0.0252357,0.0775651,-0.00649942,0.147753,-0.0120941,-0.0693433,0.0168386,4.44089e-19,4.44089e-19,-9.15019e-18,
2298,2.50358,-40.9642,2.88609,34.2596,0.98785,1.11969,0.162065,0.364659,-42.1066,2.5397,27.4738,0.848057,1.2708,0.00219627,-0.0962012,0.939422,0.240266,-0.586306,-0.134481,0.0279143,0.106605,0.8,0.02,0,0.0252083,0.0776363,-0.00650012,0.147738,-0.0120479,-0.0693856,0.0166186,-2.6963e-33,4.44089e-19,4.57509e-17,
2299,2.50291,-40.9677,2.88567,34.2599,0.988587,1.11962,0.159939,0.364659,-42.1066,2.5397,27.4738,0.848057,1.2708,0.00219627,-0.0961004,0.939733,0.24024,-0.585715,-0.134529,0.0276366,0.106671,0.8,0.02,0,0.025183,0.0777001,-0.00649956,0.147727,-0.0119989,-0.069426,0.016402,-2.6963e-33,-7.70372e-34,-9.15019e-18,
2300,2.46284,-40.8178,2.8847,34.2139,0.986757,1.16037,0.158753,0.363402,-42.1634,2.54189,27.4565,0.848948,1.27203,0.00219748,-0.0959998,0.940044,0.240215,-0.585124,-0.134577,0.0273588,0.106735,0.8,0.02,0,0.0251596,0.0777572,-0.00649782,0.147718,-0.0119469,-0.0694643,0.0161892,-2.6963e-33,-7.70372e-34,4.57509e-17,
2301,2.46224,-40.8222,2.88432,34.2142,0.987749,1.15506,0.1562,0.363402,-42.1634,2.54189,27.4565,0.848948,1.27203,0.00219748,-0.0958996,0.940356,0.240189,-0.584534,-0.134624,0.0270908,0.1068,0.8,0.02,0,0.0250405,0.0780557,-0.00632867,0.147631,-0.0117963,-0.0669962,0.0160766,-2.6963e-33,4.44089e-19,1.00652e-16,
2302,2.46163,-40.8263,2.88407,34.2146,0.988762,1.15315,0.153933,0.363402,-42.1634,2.54189,27.4565,0.848948,1.27203,0.00219748,-0.0957997,0.940669,0.240164,-0.583943,-0.134671,0.0268259,0.106863,0.8,0.02,0,0.0249911,0.0782851,-0.00632521,0.147651,-0.0117046,-0.0662304,0.0158207,8.88178e-19,4.44089e-19,-2.74506e-17,
2303,2.46101,-40.8303,2.88383,34.2151,0.989753,1.15243,0.15177,0.363402,-42.1634,2.54189,27.4565,0.848948,1.27203,0.00219748,-0.0956999,0.940983,0.240139,-0.583353,-0.134717,0.0265619,0.106925,0.8,0.02,0,0.024947,0.0784541,-0.00633338,0.147644,-0.0116504,-0.0660052,0.0155897,-2.6963e-33,4.44089e-19,1.55553e-16,
2304,2.46041,-40.8343,2.88359,34.2157,0.990719,1.15213,0.149653,0.363402,-42.1634,2.54189,27.4565,0.848948,1.27203,0.00219748,-0.0956002,0.941297,0.240113,-0.582762,-0.134764,0.026298,0.106987,0.8,0.02,0,0.0249054,0.0785893,-0.00634169,0.147622,-0.0116018,-0.0659653,0.0153718,-2.6963e-33,8.88178e-19,2.37905e-16,
2305,2.45981,-40.8382,2.88334,34.2163,0.991668,1.15198,0.14756,0.363402,-42.1634,2.54189,27.4565,0.848948,1.27203,0.00219748,-0.0955008,0.941612,0.240088,-0.582172,-0.13481,0.026034,0.107047,0.8,0.02,0,0.0248666,0.0787042,-0.00634839,0.147596,-0.0115505,-0.0659895,0.0151596,-2.6963e-33,8.88178e-19,1.28103e-16,
2306,2.45921,-40.8421,2.88308,34.2168,0.992606,1.15189,0.145485,0.363402,-42.1634,2.54189,27.4565,0.848948,1.27203,0.00219748,-0.0954015,0.941927,0.240062,-0.581581,-0.134856,0.0257699,0.107107,0.8,0.02,0,0.0248308,0.078805,-0.00635321,0.147571,-0.0114953,-0.0660345,0.0149503,-2.6963e-33,4.44089e-19,1.46403e-16,
2307,2.45861,-40.8459,2.88281,34.2175,0.993537,1.15181,0.143426,0.363402,-42.1634,2.54189,27.4565,0.848948,1.27203,0.00219748,-0.0953023,0.942243,0.240037,-0.580991,-0.134901,0.0255056,0.107166,0.8,0.02,0,0.024798,0.0788946,-0.00635622,0.14755,-0.0114364,-0.0660846,0.0147429,8.88178e-19,4.44089e-19,2.74506e-17,
2308,2.45802,-40.8498,2.88253,34.2181,0.994463,1.15174,0.141383,0.363402,-42.1634,2.54189,27.4565,0.848948,1.27203,0.00219748,-0.0952032,0.942559,0.240012,-0.580401,-0.134947,0.025241,0.107224,0.8,0.02,0,0.0247679,0.0789747,-0.00635759,0.147532,-0.0113743,-0.0661342,0.0145371,8.88178e-19,4.44089e-19,7.32015e-17,
2309,2.45743,-40.8536,2.88224,34.2187,0.995385,1.15166,0.139357,0.363402,-42.1634,2.54189,27.4565,0.848948,1.27203,0.00219748,-0.0951042,0.942875,0.239986,-0.579811,-0.134992,0.0249763,0.107282,0.8,0.02,0,0.0247404,0.0790465,-0.00635748,0.147519,-0.0113094,-0.0661814,0.014333,1.33227e-18,-4.44089e-19,7.14905e-31,
2310,2.41254,-40.6847,2.88296,34.1672,0.992867,1.19118,0.12365,0.362154,-42.2199,2.54404,27.4391,0.849836,1.27325,0.00219866,-0.0950054,0.943192,0.239961,-0.579221,-0.135037,0.0247114,0.107338,0.8,0.02,0,0.0247151,0.0791106,-0.00635604,0.147509,-0.0112419,-0.0662256,0.0141305,-2.6963e-33,-7.70372e-34,1.09802e-16,
2311,2.41204,-40.6894,2.88269,34.1678,0.993969,1.18595,0.121355,0.362154,-42.2199,2.54404,27.4391,0.849836,1.27325,0.00219866,-0.094907,0.943509,0.239936,-0.578631,-0.135082,0.0244562,0.107389,0.8,0.02,0,0.0245806,0.0794429,-0.00615231,0.147435,-0.0111104,-0.0638029,0.0126653,4.44089e-19,-7.70372e-34,7.32015e-17,
2312,2.41152,-40.6938,2.88256,34.1686,0.995092,1.18412,0.119287,0.362154,-42.2199,2.54404,27.4391,0.849836,1.27325,0.00219866,-0.0948089,0.943828,0.239911,-0.578041,-0.135126,0.024204,0.107438,0.8,0.02,0,0.0245254,0.0796941,-0.00614757,0.14745,-0.0110124,-0.0630468,0.0123412,-2.6963e-33,-7.70372e-34,1.37253e-16,
2313,2.41101,-40.6982,2.88246,34.1695,0.996197,1.18348,0.117325,0.362154,-42.2199,2.54404,27.4391,0.849836,1.27325,0.00219866,-0.094711,0.944148,0.239887,-0.577452,-0.135169,0.0239527,0.107487,0.8,0.02,0,0.0244772,0.0798818,-0.00615726,0.147436,-0.0109519,-0.0628266,0.0121241,4.44089e-19,4.44089e-19,1.73854e-16,
2314,2.4105,-40.7024,2.88235,34.1704,0.997279,1.18325,0.115413,0.362154,-42.2199,2.54404,27.4391,0.849836,1.27325,0.00219866,-0.0946133,0.944468,0.239862,-0.576862,-0.135213,0.0237015,0.107534,0.8,0.02,0,0.024432,0.0800336,-0.00616715,0.147408,-0.0108975,-0.0627901,0.0119259,8.88178e-19,-4.44089e-19,2.10454e-16,
2315,2.41,-40.7067,2.88223,34.1713,0.998344,1.18318,0.113533,0.362154,-42.2199,2.54404,27.4391,0.849836,1.27325,0.00219866,-0.0945158,0.944788,0.239837,-0.576273,-0.135256,0.0234503,0.107581,0.8,0.02,0,0.0243903,0.0801634,-0.00617521,0.147378,-0.0108405,-0.0628167,0.0117343,1.77636e-18,-7.70372e-34,1.28103e-16,
2316,2.40949,-40.7109,2.8821,34.1723,0.999397,1.18315,0.111679,0.362154,-42.2199,2.54404,27.4391,0.849836,1.27325,0.00219866,-0.0944183,0.94511,0.239813,-0.575683,-0.1353,0.0231988,0.107628,0.8,0.02,0,0.024352,0.0802776,-0.00618117,0.147349,-0.0107793,-0.0628634,0.0115463,1.77636e-18,-7.70372e-34,1.83004e-17,
2317,2.409,-40.715,2.88195,34.1733,1.00044,1.18314,0.10985,0.362154,-42.2199,2.54404,27.4391,0.849836,1.27325,0.00219866,-0.0943211,0.945431,0.239788,-0.575094,-0.135342,0.0229472,0.107673,0.8,0.02,0,0.024317,0.0803792,-0.00618512,0.147325,-0.010714,-0.0629146,0.011361,1.33227e-18,-7.70372e-34,8.23517e-17,
2318,2.40851,-40.7192,2.88179,34.1742,1.00148,1.18313,0.108047,0.362154,-42.2199,2.54404,27.4391,0.849836,1.27325,0.00219866,-0.0942239,0.945753,0.239763,-0.574505,-0.135385,0.0226953,0.107718,0.8,0.02,0,0.0242851,0.0804699,-0.00618725,0.147305,-0.0106452,-0.0629647,0.0111782,8.88178e-19,-7.70372e-34,1.55553e-16,
2319,2.40803,-40.7233,2.88159,34.1753,1.00248,1.18314,0.106263,0.362154,-42.2199,2.54404,27.4391,0.849836,1.27325,0.00219866,-0.0941269,0.946075,0.239739,-0.573916,-0.135427,0.0224432,0.107762,0.8,0.02,0,0.0242561,0.0805511,-0.00618778,0.147289,-0.0105735,-0.0630118,0.0109979,8.88178e-19,-4.44089e-19,5.49011e-17,
2320,2.3599,-40.5341,2.88034,34.1181,0.995798,1.22665,0.0980169,0.360915,-42.2761,2.54617,27.4218,0.850719,1.27446,0.00219981,-0.09403,0.946398,0.239714,-0.573326,-0.135469,0.022191,0.107805,0.8,0.02,0,0.0242297,0.0806236,-0.00618701,0.147277,-0.0105006,-0.0630546,0.0108196,8.88178e-19,-7.70372e-34,7.32015e-17,
2321,2.35952,-40.5391,2.88023,34.1192,0.997076,1.22094,0.0958494,0.360915,-42.2761,2.54617,27.4218,0.850719,1.27446,0.00219981,-0.0939336,0.946722,0.23969,-0.572738,-0.135512,0.0219495,0.107845,0.8,0.02,0,0.0240942,0.0809933,-0.00596567,0.147204,-0.0105679,-0.0603875,0.0100538,4.44089e-19,-7.70372e-34,-9.15019e-18,
2322,2.35915,-40.5439,2.88019,34.1204,0.998208,1.21899,0.0939688,0.360915,-42.2761,2.54617,27.4218,0.850719,1.27446,0.00219981,-0.0938375,0.947047,0.239666,-0.572149,-0.135554,0.0217113,0.107884,0.8,0.02,0,0.0240403,0.0812724,-0.00596922,0.147219,-0.0105472,-0.0595485,0.0097874,-2.6963e-33,-4.44089e-19,4.57509e-17,
2323,2.35879,-40.5485,2.88012,34.1218,0.999249,1.21835,0.0922022,0.360915,-42.2761,2.54617,27.4218,0.850719,1.27446,0.00219981,-0.0937415,0.947373,0.239642,-0.57156,-0.135596,0.0214741,0.107923,0.8,0.02,0,0.0239908,0.0814822,-0.00598436,0.147204,-0.0105281,-0.0592993,0.00959126,-4.44089e-19,-4.44089e-19,6.40513e-17,
2324,2.35845,-40.5531,2.88003,34.1231,1.00024,1.21819,0.0904872,0.360915,-42.2761,2.54617,27.4218,0.850719,1.27446,0.00219981,-0.0936457,0.947699,0.239618,-0.570971,-0.135638,0.0212371,0.10796,0.8,0.02,0,0.0239436,0.0816525,-0.00599808,0.147173,-0.0105009,-0.0592527,0.00941264,-4.44089e-19,4.44089e-19,1.55553e-16,
2325,2.35811,-40.5576,2.87991,34.1245,1.00119,1.21819,0.088802,0.360915,-42.2761,2.54617,27.4218,0.850719,1.27446,0.00219981,-0.0935501,0.948026,0.239594,-0.570383,-0.13568,0.021,0.107997,0.8,0.02,0,0.0238996,0.0817984,-0.0060092,0.147139,-0.0104651,-0.0592759,0.00924068,4.44089e-19,8.88178e-19,1.37253e-16,
2326,2.35777,-40.562,2.87978,34.1259,1.00213,1.21824,0.0871399,0.360915,-42.2761,2.54617,27.4218,0.850719,1.27446,0.00219981,-0.0934547,0.948354,0.23957,-0.569794,-0.135721,0.0207627,0.108034,0.8,0.02,0,0.0238594,0.0819268,-0.00601776,0.147108,-0.0104225,-0.0593211,0.00907217,8.88178e-19,8.88178e-19,3.66008e-17,
2327,2.35743,-40.5664,2.87963,34.1274,1.00305,1.21831,0.0854999,0.360915,-42.2761,2.54617,27.4218,0.850719,1.27446,0.00219981,-0.0933594,0.948682,0.239546,-0.569206,-0.135763,0.0205252,0.108069,0.8,0.02,0,0.0238228,0.0820411,-0.00602402,0.147081,-0.0103748,-0.0593713,0.00890611,4.44089e-19,8.88178e-19,2.74506e-17,
2328,2.35709,-40.5708,2.87947,34.1288,1.00396,1.21838,0.0838833,0.360915,-42.2761,2.54617,27.4218,0.850719,1.27446,0.00219981,-0.0932642,0.949011,0.239522,-0.568618,-0.135804,0.0202875,0.108104,0.8,0.02,0,0.0237896,0.0821432,-0.00602823,0.147059,-0.010323,-0.0594203,0.00874228,4.44089e-19,4.44089e-19,3.66008e-17,
2329,2.35675,-40.5752,2.87929,34.1302,1.00487,1.21844,0.0822924,0.360915,-42.2761,2.54617,27.4218,0.850719,1.27446,0.00219981,-0.0931692,0.94934,0.239498,-0.568029,-0.135845,0.0200497,0.108139,0.8,0.02,0,0.0237596,0.0822346,-0.00603062,0.147042,-0.0102676,-0.0594661,0.00858076,-4.44089e-19,-4.44089e-19,1.00652e-16,
2330,2.30093,-40.3628,2.88065,34.0668,0.999556,1.27306,0.0836416,0.359685,-42.3321,2.54827,27.4045,0.851599,1.27566,0.00220092,-0.0930743,0.949669,0.239474,-0.567441,-0.135886,0.0198116,0.108172,0.8,0.02,0,0.0237323,0.0823162,-0.00603138,0.147029,-0.0102092,-0.0595081,0.00842178,-2.6963e-33,-7.70372e-34,6.90253e-31,
2331,2.30067,-40.3682,2.88059,34.0681,1.00084,1.26608,0.0814825,0.359685,-42.3321,2.54827,27.4045,0.851599,1.27566,0.00220092,-0.09298,0.95,0.23945,-0.566854,-0.135927,0.0195869,0.108206,0.8,0.02,0,0.0235709,0.0827384,-0.00576836,0.146926,-0.0101726,-0.0561896,0.00855458,-2.6963e-33,-7.70372e-34,6.40513e-17,
2332,2.30039,-40.3732,2.88065,34.0696,1.00206,1.26374,0.0797418,0.359685,-42.3321,2.54827,27.4045,0.851599,1.27566,0.00220092,-0.0928859,0.950332,0.239427,-0.566266,-0.135967,0.0193663,0.10824,0.8,0.02,0,0.023509,0.0830582,-0.0057696,0.14695,-0.01011,-0.0551445,0.00834754,4.44089e-19,-7.70372e-34,1.18952e-16,
2333,2.30013,-40.3781,2.8807,34.0713,1.00321,1.263,0.0781624,0.359685,-42.3321,2.54827,27.4045,0.851599,1.27566,0.00220092,-0.0927921,0.950665,0.239404,-0.565678,-0.136008,0.019147,0.108272,0.8,0.02,0,0.0234533,0.0832955,-0.00578581,0.146937,-0.0100757,-0.0548262,0.00816792,8.88178e-19,-7.70372e-34,1.46403e-16,
2334,2.29987,-40.3829,2.88073,34.073,1.00431,1.26284,0.0766673,0.359685,-42.3321,2.54827,27.4045,0.851599,1.27566,0.00220092,-0.0926985,0.950999,0.239381,-0.565091,-0.136048,0.018928,0.108305,0.8,0.02,0,0.0234007,0.0834865,-0.00580137,0.146903,-0.0100408,-0.0547569,0.00800772,4.44089e-19,4.44089e-19,1.09802e-16,
2335,2.29962,-40.3877,2.88074,34.0747,1.00539,1.26288,0.0752334,0.359685,-42.3321,2.54827,27.4045,0.851599,1.27566,0.00220092,-0.0926051,0.951334,0.239358,-0.564503,-0.136088,0.0187089,0.108336,0.8,0.02,0,0.023352,0.0836493,-0.00581437,0.146866,-0.00999919,-0.0547735,0.0078575,4.44089e-19,-7.70372e-34,2.74506e-17,
2336,2.29937,-40.3924,2.88072,34.0764,1.00645,1.26298,0.073857,0.359685,-42.3321,2.54827,27.4045,0.851599,1.27566,0.00220092,-0.0925119,0.951669,0.239334,-0.563916,-0.136127,0.0184896,0.108367,0.8,0.02,0,0.0233076,0.0837924,-0.00582466,0.146831,-0.00995087,-0.0548177,0.00771392,4.44089e-19,-7.70372e-34,-2.74506e-17,
2337,2.29912,-40.397,2.88069,34.0781,1.0075,1.2631,0.0725432,0.359685,-42.3321,2.54827,27.4045,0.851599,1.27566,0.00220092,-0.0924188,0.952005,0.239311,-0.563329,-0.136167,0.0182701,0.108397,0.8,0.02,0,0.0232673,0.0839196,-0.00583244,0.146801,-0.00989689,-0.0548687,0.00757623,4.44089e-19,-7.70372e-34,-1.37253e-16,
2338,2.29886,-40.4016,2.88064,34.0799,1.00856,1.26322,0.0713045,0.359685,-42.3321,2.54827,27.4045,0.851599,1.27566,0.00220092,-0.0923259,0.952341,0.239288,-0.562741,-0.136206,0.0180504,0.108427,0.8,0.02,0,0.0232309,0.0840333,-0.00583796,0.146776,-0.00983798,-0.054919,0.00744479,-4.44089e-19,-7.70372e-34,7.32015e-17,
2339,2.29857,-40.4062,2.88067,34.0815,1.00969,1.26329,0.0701643,0.359685,-42.3321,2.54827,27.4045,0.851599,1.27566,0.00220092,-0.0922331,0.952678,0.239264,-0.562154,-0.136246,0.0178306,0.108456,0.8,0.02,0,0.0231981,0.084135,-0.00584141,0.146756,-0.00977398,-0.0549665,0.00732074,-2.6963e-33,-7.70372e-34,1.83004e-17,
2340,2.20456,-40.0544,2.85069,33.8904,1.01695,1.28457,0.0420643,0.358464,-42.3877,2.55033,27.3872,0.852474,1.27684,0.002202,-0.0921404,0.953014,0.239241,-0.561567,-0.136284,0.0176105,0.108485,0.8,0.02,0,0.023168,0.084226,-0.00584262,0.146742,-0.00970157,-0.0550116,0.00720633,4.44089e-19,-4.44089e-19,-1.64703e-16,
2341,2.20462,-40.0602,2.85047,33.8929,1.0178,1.28124,0.0408363,0.358464,-42.3877,2.55033,27.3872,0.852474,1.27684,0.002202,-0.0920487,0.953353,0.239218,-0.560983,-0.136319,0.0173988,0.108503,0.8,0.02,0,0.0229311,0.0845992,-0.00574553,0.146217,-0.00869427,-0.0529399,0.00458285,-2.6963e-33,-7.70372e-34,-3.66008e-17,
2342,2.20446,-40.0659,2.85077,33.8952,1.01939,1.28054,0.0397128,0.358464,-42.3877,2.55033,27.3872,0.852474,1.27684,0.002202,-0.0919575,0.953693,0.239195,-0.560398,-0.136352,0.0171891,0.10852,0.8,0.02,0,0.0228059,0.0850098,-0.0057447,0.146081,-0.0083012,-0.0524302,0.0042841,4.44089e-19,8.88178e-19,-1.83004e-17,
2343,2.20423,-40.0714,2.85124,33.8975,1.02123,1.28065,0.0386505,0.358464,-42.3877,2.55033,27.3872,0.852474,1.27684,0.002202,-0.0918666,0.954034,0.239172,-0.559814,-0.136385,0.0169797,0.108537,0.8,0.02,0,0.0227099,0.0853643,-0.00576606,0.145979,-0.00810694,-0.0523375,0.00415829,8.88178e-19,8.88178e-19,1.83004e-17,
2344,2.20398,-40.0768,2.85175,33.8999,1.02315,1.281,0.0376108,0.358464,-42.3877,2.55033,27.3872,0.852474,1.27684,0.002202,-0.0917761,0.954377,0.239149,-0.559231,-0.136417,0.0167702,0.108553,0.8,0.02,0,0.0226276,0.0856723,-0.00579069,0.145882,-0.00797699,-0.0523695,0.00405103,4.44089e-19,8.88178e-19,-7.32015e-17,
2345,2.20372,-40.0821,2.85226,33.9022,1.02508,1.28143,0.036579,0.358464,-42.3877,2.55033,27.3872,0.852474,1.27684,0.002202,-0.0916859,0.954721,0.239126,-0.558648,-0.136448,0.0165605,0.108569,0.8,0.02,0,0.0225547,0.085945,-0.00581341,0.145792,-0.00786507,-0.0524376,0.00394739,-2.6963e-33,8.88178e-19,2.74506e-17,
2346,2.20345,-40.0874,2.85276,33.9045,1.027,1.28185,0.0355499,0.358464,-42.3877,2.55033,27.3872,0.852474,1.27684,0.002202,-0.091596,0.955066,0.239102,-0.558065,-0.136479,0.0163504,0.108584,0.8,0.02,0,0.0224896,0.0861887,-0.00583281,0.145713,-0.00775528,-0.0525125,0.00384476,-4.44089e-19,-7.70372e-34,8.23517e-17,
2347,2.20318,-40.0926,2.85324,33.9068,1.0289,1.28226,0.0345219,0.358464,-42.3877,2.55033,27.3872,0.852474,1.27684,0.002202,-0.0915062,0.955411,0.239079,-0.557482,-0.13651,0.0161401,0.108599,0.8,0.02,0,0.0224312,0.0864074,-0.00584865,0.145643,-0.00764238,-0.0525843,0.00374243,-2.6963e-33,8.88178e-19,-2.74506e-17,
2348,2.2029,-40.0977,2.8537,33.909,1.03079,1.28265,0.0334944,0.358464,-42.3877,2.55033,27.3872,0.852474,1.27684,0.002202,-0.0914167,0.955758,0.239055,-0.5569,-0.13654,0.0159295,0.108614,0.8,0.02,0,0.0223787,0.086604,-0.00586109,0.145583,-0.00752484,-0.0526499,0.00364018,-2.6963e-33,8.88178e-19,-1.18952e-16,
2349,2.20263,-40.1028,2.85415,33.9113,1.03266,1.28302,0.0324673,0.358464,-42.3877,2.55033,27.3872,0.852474,1.27684,0.002202,-0.0913274,0.956105,0.239032,-0.556318,-0.136569,0.0157187,0.108628,0.8,0.02,0,0.0223314,0.0867806,-0.0058704,0.145532,-0.00740248,-0.0527086,0.00353793,-2.6963e-33,4.44089e-19,-5.49011e-17,
2350,2.13593,-39.8391,2.85283,33.8146,1.00884,1.3214,-0.0316365,0.357251,-42.443,2.55237,27.3699,0.853346,1.27802,0.00220305,-0.0912382,0.956452,0.239008,-0.555736,-0.136599,0.0155076,0.108642,0.8,0.02,0,0.0222888,0.0869393,-0.00587688,0.145489,-0.00727552,-0.0527606,0.00343568,-4.44089e-19,8.88178e-19,2.74506e-17,
2351,2.13553,-39.8452,2.85419,33.8171,1.01256,1.3162,-0.0325159,0.357251,-42.443,2.55237,27.3699,0.853346,1.27802,0.00220305,-0.0911498,0.956802,0.238986,-0.555154,-0.136631,0.0153066,0.108632,0.8,0.02,0,0.0221012,0.0874322,-0.00552115,0.145329,-0.00820463,-0.0502558,-0.00252748,-2.6963e-33,8.88178e-19,6.40513e-17,
2352,2.13526,-39.851,2.85523,33.8196,1.01532,1.31473,-0.0333881,0.357251,-42.443,2.55237,27.3699,0.853346,1.27802,0.00220305,-0.0910617,0.957154,0.238964,-0.554573,-0.136665,0.0151087,0.10862,0.8,0.02,0,0.0220293,0.0878346,-0.00555151,0.145279,-0.00839878,-0.0494658,-0.00303099,-4.44089e-19,8.88178e-19,1.09802e-16,
2353,2.13506,-39.8567,2.8561,33.8223,1.01769,1.31456,-0.0341893,0.357251,-42.443,2.55237,27.3699,0.853346,1.27802,0.00220305,-0.0909739,0.957506,0.238942,-0.553992,-0.136699,0.0149118,0.108607,0.8,0.02,0,0.0219576,0.0881635,-0.00558838,0.145211,-0.00841223,-0.0492409,-0.00314964,-2.6963e-33,4.44089e-19,9.15019e-18,
2354,2.1349,-39.8623,2.85686,33.8249,1.01989,1.31484,-0.0349678,0.357251,-42.443,2.55237,27.3699,0.853346,1.27802,0.00220305,-0.0908863,0.95786,0.238919,-0.553412,-0.136732,0.0147149,0.108594,0.8,0.02,0,0.0218872,0.0884444,-0.00561641,0.145136,-0.00835056,-0.0492089,-0.00323295,4.44089e-19,-7.70372e-34,6.40513e-17,
