Control Number,T1,T2,T3,T4,T5,T6,T7,T1_init,T2_init,T3_init,T4_init,T5_init,T6_init,T7_init,J1,J2,J3,J4,J5,J6,J7,Cube x,Cube y,Cube w,V1,V2,V3,V4,V5,V6,V7,Cube x V,Cube y V,Cube w V,
433,1.42197,-28.9687,0.0414477,49.8677,0.588229,-1.57949,1.21708,0.504334,-28.6619,1.48982,31.3278,0.548244,0.547968,-0.00105318,-0.120992,0.268081,0.129737,-1.95806,-0.125982,1.30653,0.180546,0.8,0.02,0,0.0147817,0.05042,-0.0116658,0.303049,-0.0289592,-0.378139,0.123994,0,3.85186e-34,9.15019e-17,
434,1.42333,-28.9638,0.0447651,49.8418,0.584244,-1.57383,1.20839,0.504334,-28.6619,1.48982,31.3278,0.548244,0.547968,-0.00105318,-0.120933,0.268286,0.12969,-1.95685,-0.126099,1.30502,0.181039,0.8,0.02,0,0.0147147,0.0511479,-0.0117293,0.302368,-0.0294831,-0.378287,0.123126,4.44089e-19,4.44089e-19,1.28103e-16,
435,1.42468,-28.9589,0.0480902,49.8159,0.580322,-1.56845,1.19973,0.504334,-28.6619,1.48982,31.3278,0.548244,0.547968,-0.00105318,-0.120874,0.268493,0.129643,-1.95565,-0.12622,1.30351,0.181528,0.8,0.02,0,0.0146551,0.0518172,-0.0117833,0.301737,-0.0300034,-0.378266,0.12226,4.44089e-19,3.85186e-34,-3.66008e-17,
436,1.426,-28.9541,0.0514245,49.7901,0.576439,-1.5632,1.19111,0.504334,-28.6619,1.48982,31.3278,0.548244,0.547968,-0.00105318,-0.120816,0.268703,0.129595,-1.95444,-0.126342,1.302,0.182014,0.8,0.02,0,0.0146027,0.05243,-0.0118287,0.301149,-0.0305156,-0.378161,0.121396,0,-4.44089e-19,5.49011e-17,
437,1.4273,-28.9493,0.0547683,49.7644,0.572581,-1.55802,1.18251,0.504334,-28.6619,1.48982,31.3278,0.548244,0.547968,-0.00105318,-0.120758,0.268914,0.129548,-1.95324,-0.126466,1.30048,0.182496,0.8,0.02,0,0.0145568,0.0529909,-0.0118664,0.300598,-0.0310176,-0.377999,0.120535,8.88178e-19,-8.88178e-19,-1.09802e-16,
438,1.42859,-28.9445,0.0581214,49.7388,0.568739,-1.55288,1.17392,0.504334,-28.6619,1.48982,31.3278,0.548244,0.547968,-0.00105318,-0.120699,0.269129,0.1295,-1.95204,-0.126592,1.29897,0.182974,0.8,0.02,0,0.0145169,0.0535051,-0.0118971,0.300078,-0.0315098,-0.377794,0.119676,4.44089e-19,-4.44089e-19,-1.83004e-17,
439,1.42986,-28.9398,0.0614829,49.7132,0.564906,-1.5478,1.16532,0.504334,-28.6619,1.48982,31.3278,0.548244,0.547968,-0.00105318,-0.120642,0.269344,0.129453,-1.95084,-0.12672,1.29746,0.18345,0.8,0.02,0,0.0144821,0.0539778,-0.0119217,0.299583,-0.0319937,-0.37755,0.118818,0,4.44089e-19,5.49011e-17,
440,1.51114,-28.9094,-0.157759,49.547,0.469456,-1.68181,0.909782,0.502221,-28.6715,1.4924,31.2714,0.55245,0.546885,-0.00103255,-0.120584,0.269562,0.129405,-1.94964,-0.12685,1.29595,0.183921,0.8,0.02,0,0.0144521,0.0544141,-0.0119407,0.299112,-0.0324709,-0.377276,0.117959,-8.88178e-19,4.44089e-19,1.09802e-16,
441,1.51228,-28.9047,-0.153781,49.5219,0.469634,-1.66773,0.90117,0.502221,-28.6715,1.4924,31.2714,0.55245,0.546885,-0.00103255,-0.120521,0.269779,0.12935,-1.94845,-0.127003,1.29441,0.184299,0.8,0.02,0,0.0155745,0.0543005,-0.0136831,0.298784,-0.0384652,-0.384908,0.094411,4.44089e-19,3.85186e-34,2.46519e-32,
442,1.51338,-28.9004,-0.149942,49.4974,0.466628,-1.66049,0.894038,0.502221,-28.6715,1.4924,31.2714,0.55245,0.546885,-0.00103255,-0.120459,0.269997,0.129295,-1.94726,-0.127167,1.29287,0.184666,0.8,0.02,0,0.0155193,0.0544893,-0.0138591,0.298013,-0.0409963,-0.386896,0.0917931,-4.44089e-19,-4.44089e-19,-3.66008e-17,
443,1.51439,-28.8962,-0.146059,49.473,0.462796,-1.6551,0.887435,0.502221,-28.6715,1.4924,31.2714,0.55245,0.546885,-0.00103255,-0.120398,0.270216,0.129239,-1.94607,-0.127336,1.29132,0.18503,0.8,0.02,0,0.0154485,0.0548139,-0.0139148,0.297303,-0.0421036,-0.387383,0.0908665,4.44089e-19,4.44089e-19,2.46519e-32,
444,1.51535,-28.8922,-0.142158,49.4486,0.458737,-1.65032,0.880995,0.502221,-28.6715,1.4924,31.2714,0.55245,0.546885,-0.00103255,-0.120336,0.270437,0.129183,-1.94488,-0.127507,1.28977,0.18539,0.8,0.02,0,0.0153954,0.0551913,-0.0139471,0.296705,-0.0428031,-0.387431,0.0901659,-4.44089e-19,4.44089e-19,1.09802e-16,
445,1.51628,-28.8882,-0.138247,49.4244,0.454619,-1.64578,0.874617,0.502221,-28.6715,1.4924,31.2714,0.55245,0.546885,-0.00103255,-0.120275,0.27066,0.129127,-1.9437,-0.127681,1.28822,0.185748,0.8,0.02,0,0.0153531,0.0555788,-0.0139684,0.296186,-0.0433784,-0.387318,0.0895124,-4.44089e-19,3.85186e-34,1.83004e-17,
446,1.51719,-28.8844,-0.13433,49.4001,0.450492,-1.64135,0.868274,0.502221,-28.6715,1.4924,31.2714,0.55245,0.546885,-0.00103255,-0.120213,0.270883,0.129072,-1.94251,-0.127856,1.28667,0.186104,0.8,0.02,0,0.0153178,0.0559566,-0.0139822,0.295718,-0.043909,-0.387127,0.0888721,-4.44089e-19,3.85186e-34,7.32015e-17,
447,1.51808,-28.8806,-0.130406,49.376,0.446376,-1.63697,0.861958,0.502221,-28.6715,1.4924,31.2714,0.55245,0.546885,-0.00103255,-0.120152,0.271109,0.129016,-1.94133,-0.128034,1.28512,0.186457,0.8,0.02,0,0.0152878,0.0563167,-0.0139903,0.295282,-0.0444196,-0.386888,0.088237,-4.44089e-19,3.85186e-34,1.00652e-16,
448,1.51896,-28.8768,-0.126474,49.3519,0.442278,-1.63259,0.85567,0.502221,-28.6715,1.4924,31.2714,0.55245,0.546885,-0.00103255,-0.120091,0.271335,0.12896,-1.94015,-0.128214,1.28357,0.186807,0.8,0.02,0,0.0152621,0.056657,-0.0139936,0.294868,-0.0449191,-0.386617,0.0876051,0,4.44089e-19,1.37253e-16,
449,1.51981,-28.8731,-0.122535,49.328,0.438202,-1.6282,0.849407,0.502221,-28.6715,1.4924,31.2714,0.55245,0.546885,-0.00103255,-0.12003,0.271563,0.128904,-1.93897,-0.128395,1.28203,0.187155,0.8,0.02,0,0.0152401,0.0569779,-0.0139927,0.294472,-0.0454111,-0.386321,0.0869759,4.44089e-19,1.33227e-18,1.64703e-16,
450,1.61968,-28.8677,-0.374663,49.1625,0.427082,-1.73819,0.767851,0.500679,-28.6849,1.49569,31.2167,0.556475,0.546475,-0.00100992,-0.119969,0.271792,0.128848,-1.9378,-0.128579,1.28049,0.187501,0.8,0.02,0,0.0152213,0.0572806,-0.0139883,0.294089,-0.0458972,-0.386002,0.0863494,-4.44089e-19,8.88178e-19,2.10454e-16,
451,1.62029,-28.864,-0.370047,49.1387,0.423051,-1.72327,0.762655,0.500679,-28.6849,1.49569,31.2167,0.556475,0.546475,-0.00100992,-0.119902,0.272021,0.128784,-1.93662,-0.128766,1.27892,0.187815,0.8,0.02,0,0.0167092,0.0570553,-0.0158873,0.293543,-0.0468252,-0.39188,0.0787156,0,4.44089e-19,1.09802e-16,
452,1.62122,-28.8607,-0.365826,49.1154,0.419125,-1.71492,0.757023,0.500679,-28.6849,1.49569,31.2167,0.556475,0.546475,-0.00100992,-0.119836,0.272249,0.12872,-1.93545,-0.128956,1.27734,0.188126,0.8,0.02,0,0.0166952,0.0571511,-0.0160336,0.292841,-0.047489,-0.393372,0.0776961,4.44089e-19,3.85186e-34,1.64703e-16,
453,1.62216,-28.8576,-0.361634,49.0922,0.41529,-1.70852,0.7513,0.500679,-28.6849,1.49569,31.2167,0.556475,0.546475,-0.00100992,-0.119769,0.272479,0.128656,-1.93428,-0.129148,1.27577,0.188435,0.8,0.02,0,0.0166244,0.0573806,-0.0160825,0.292243,-0.0480064,-0.393619,0.0770975,4.44089e-19,3.85186e-34,6.40513e-17,
454,1.62308,-28.8545,-0.357444,49.0691,0.411508,-1.70277,0.745574,0.500679,-28.6849,1.49569,31.2167,0.556475,0.546475,-0.00100992,-0.119703,0.272709,0.128591,-1.93312,-0.129342,1.2742,0.188741,0.8,0.02,0,0.016562,0.0576631,-0.0161161,0.291743,-0.0484876,-0.393471,0.0765239,8.88178e-19,3.85186e-34,-6.40513e-17,
455,1.62398,-28.8516,-0.353251,49.046,0.407766,-1.69726,0.73988,0.500679,-28.6849,1.49569,31.2167,0.556475,0.546475,-0.00100992,-0.119637,0.272941,0.128527,-1.93195,-0.129538,1.27262,0.189045,0.8,0.02,0,0.0165087,0.0579603,-0.0161405,0.291305,-0.0489519,-0.393173,0.0759518,4.44089e-19,3.85186e-34,9.15019e-17,
456,1.62487,-28.8487,-0.349052,49.023,0.404066,-1.69182,0.734234,0.500679,-28.6849,1.49569,31.2167,0.556475,0.546475,-0.00100992,-0.119571,0.273174,0.128462,-1.93079,-0.129735,1.27105,0.189346,0.8,0.02,0,0.016463,0.0582548,-0.0161573,0.290904,-0.049404,-0.392807,0.0753823,4.44089e-19,3.85186e-34,1.46403e-16,
457,1.62573,-28.8458,-0.344846,49.0001,0.400413,-1.6864,0.728645,0.500679,-28.6849,1.49569,31.2167,0.556475,0.546475,-0.00100992,-0.119505,0.273408,0.128397,-1.92963,-0.129935,1.26948,0.189645,0.8,0.02,0,0.0164237,0.0585394,-0.0161677,0.290526,-0.0498463,-0.392401,0.0748173,4.44089e-19,4.44089e-19,1.09802e-16,
458,1.62656,-28.8431,-0.340631,48.9773,0.396813,-1.68097,0.723121,0.500679,-28.6849,1.49569,31.2167,0.556475,0.546475,-0.00100992,-0.11944,0.273644,0.128333,-1.92846,-0.130136,1.26791,0.189942,0.8,0.02,0,0.0163899,0.0588117,-0.0161725,0.290165,-0.0502804,-0.391969,0.0742578,4.44089e-19,8.88178e-19,1.83004e-17,
459,1.62738,-28.8403,-0.336408,48.9545,0.393264,-1.67553,0.717657,0.500679,-28.6849,1.49569,31.2167,0.556475,0.546475,-0.00100992,-0.119374,0.27388,0.128268,-1.92731,-0.130339,1.26635,0.190237,0.8,0.02,0,0.0163608,0.0590714,-0.0161726,0.289814,-0.0507072,-0.391517,0.0737045,0,3.85186e-34,5.49011e-17,
460,1.74953,-28.8625,-0.636039,48.7902,0.448093,-1.76612,0.739743,0.49966,-28.702,1.49963,31.1638,0.560334,0.546697,-0.000985441,-0.119309,0.274117,0.128203,-1.92615,-0.130543,1.26478,0.19053,0.8,0.02,0,0.0163358,0.0593194,-0.0161683,0.289473,-0.0511276,-0.391048,0.0731572,0,3.85186e-34,9.15019e-17,
461,1.74944,-28.8597,-0.630439,48.7677,0.440184,-1.75135,0.737388,0.49966,-28.702,1.49963,31.1638,0.560334,0.546697,-0.000985441,-0.119236,0.274353,0.12813,-1.92499,-0.130735,1.2632,0.19083,0.8,0.02,0,0.0182154,0.0590258,-0.0183733,0.288722,-0.0479401,-0.395501,0.0749377,0,4.44089e-19,3.69779e-32,
462,1.74994,-28.8573,-0.625456,48.7456,0.434803,-1.74289,0.733112,0.49966,-28.702,1.49963,31.1638,0.560334,0.546697,-0.000985441,-0.119163,0.27459,0.128056,-1.92384,-0.130924,1.26162,0.19113,0.8,0.02,0,0.0182113,0.0590698,-0.0185233,0.288071,-0.0472787,-0.396673,0.0749946,0,4.44089e-19,6.40513e-17,
463,1.75052,-28.855,-0.620559,48.7236,0.430179,-1.73644,0.728279,0.49966,-28.702,1.49963,31.1638,0.560334,0.546697,-0.000985441,-0.119091,0.274827,0.127981,-1.92269,-0.131114,1.26003,0.191428,0.8,0.02,0,0.0181165,0.0592418,-0.0185806,0.287557,-0.0474321,-0.39681,0.0746551,0,3.85186e-34,3.69779e-32,
464,1.75109,-28.8529,-0.615687,48.7017,0.425801,-1.73069,0.723305,0.49966,-28.702,1.49963,31.1638,0.560334,0.546697,-0.000985441,-0.119019,0.275064,0.127907,-1.92154,-0.131305,1.25844,0.191725,0.8,0.02,0,0.0180258,0.0594643,-0.018626,0.287129,-0.0478236,-0.396591,0.0741989,4.44089e-19,-4.44089e-19,-1.83004e-17,
465,1.75164,-28.8508,-0.610824,48.6799,0.421518,-1.72518,0.718315,0.49966,-28.702,1.49963,31.1638,0.560334,0.546697,-0.000985441,-0.118947,0.275303,0.127832,-1.92039,-0.131498,1.25686,0.19202,0.8,0.02,0,0.0179453,0.0597029,-0.0186614,0.286751,-0.0482784,-0.396235,0.0737096,4.44089e-19,3.85186e-34,-1.46403e-16,
466,1.75216,-28.8488,-0.605966,48.6582,0.417288,-1.71976,0.713346,0.49966,-28.702,1.49963,31.1638,0.560334,0.546697,-0.000985441,-0.118875,0.275543,0.127757,-1.91925,-0.131693,1.25527,0.192313,0.8,0.02,0,0.0178746,0.0599423,-0.0186877,0.2864,-0.0487466,-0.395818,0.0732128,0,3.85186e-34,-3.66008e-17,
467,1.75266,-28.8468,-0.60111,48.6365,0.4131,-1.71435,0.708411,0.49966,-28.702,1.49963,31.1638,0.560334,0.546697,-0.000985441,-0.118804,0.275784,0.127683,-1.91811,-0.13189,1.25369,0.192604,0.8,0.02,0,0.0178127,0.0601763,-0.0187057,0.286066,-0.0492152,-0.395369,0.0727164,0,3.85186e-34,2.74506e-17,
468,1.75313,-28.845,-0.596256,48.6149,0.408951,-1.70892,0.703513,0.49966,-28.702,1.49963,31.1638,0.560334,0.546697,-0.000985441,-0.118733,0.276025,0.127608,-1.91696,-0.132089,1.25211,0.192892,0.8,0.02,0,0.0177586,0.0604025,-0.0187165,0.285744,-0.0496812,-0.3949,0.0722227,8.88178e-19,3.85186e-34,-6.40513e-17,
469,1.75357,-28.8431,-0.591403,48.5933,0.404837,-1.70348,0.69865,0.49966,-28.702,1.49963,31.1638,0.560334,0.546697,-0.000985441,-0.118662,0.276268,0.127533,-1.91582,-0.132289,1.25054,0.193179,0.8,0.02,0,0.0177111,0.0606205,-0.0187209,0.285429,-0.0501441,-0.394415,0.0717325,0,3.85186e-34,1.00652e-16,
470,1.90312,-28.8979,-0.953651,48.4334,0.46685,-1.79153,0.715562,0.499117,-28.7227,1.50417,31.1126,0.564039,0.547513,-0.000959252,-0.118592,0.276511,0.127458,-1.91468,-0.132492,1.24896,0.193464,0.8,0.02,0,0.0176696,0.0608306,-0.0187197,0.285121,-0.0506042,-0.393918,0.0712456,-4.44089e-19,-4.44089e-19,1.55553e-16,
471,1.903,-28.896,-0.947695,48.412,0.458697,-1.77573,0.713614,0.499117,-28.7227,1.50417,31.1126,0.564039,0.547513,-0.000959252,-0.118512,0.276753,0.127372,-1.91354,-0.13268,1.24737,0.193754,0.8,0.02,0,0.0199344,0.0604292,-0.0214182,0.284337,-0.0469345,-0.398221,0.0725175,0,-4.44089e-19,1.92154e-16,
472,1.90355,-28.8943,-0.942459,48.391,0.45326,-1.76634,0.709607,0.499117,-28.7227,1.50417,31.1126,0.564039,0.547513,-0.000959252,-0.118432,0.276994,0.127286,-1.91241,-0.132864,1.24577,0.194045,0.8,0.02,0,0.0199243,0.0604026,-0.0216087,0.283701,-0.0461682,-0.399302,0.0725987,4.44089e-19,-4.44089e-19,1.00652e-16,
473,1.90416,-28.8929,-0.937318,48.3701,0.448634,-1.75902,0.705023,0.499117,-28.7227,1.50417,31.1126,0.564039,0.547513,-0.000959252,-0.118353,0.277236,0.127199,-1.91127,-0.133049,1.24417,0.194334,0.8,0.02,0,0.0198072,0.0605189,-0.0216825,0.283215,-0.0462827,-0.399341,0.07229,4.44089e-19,3.85186e-34,2.74506e-17,
474,1.90477,-28.8915,-0.932205,48.3493,0.44428,-1.75241,0.700307,0.499117,-28.7227,1.50417,31.1126,0.564039,0.547513,-0.000959252,-0.118274,0.277479,0.127112,-1.91014,-0.133236,1.24258,0.194621,0.8,0.02,0,0.0196962,0.0606946,-0.021741,0.282817,-0.0466503,-0.399016,0.0718602,0,3.85186e-34,8.23517e-17,
475,1.90536,-28.8902,-0.927103,48.3285,0.440045,-1.74604,0.695594,0.499117,-28.7227,1.50417,31.1126,0.564039,0.547513,-0.000959252,-0.118196,0.277723,0.127025,-1.90901,-0.133424,1.24098,0.194907,0.8,0.02,0,0.0195978,0.0608925,-0.0217877,0.282469,-0.0470849,-0.398552,0.0713969,0,4.44089e-19,1.28103e-16,
476,1.90592,-28.889,-0.922008,48.3079,0.435889,-1.73975,0.690932,0.499117,-28.7227,1.50417,31.1126,0.564039,0.547513,-0.000959252,-0.118118,0.277967,0.126938,-1.90789,-0.133614,1.23939,0.195191,0.8,0.02,0,0.0195116,0.0610961,-0.0218233,0.282147,-0.0475334,-0.398027,0.0709278,-4.44089e-19,4.44089e-19,1.83004e-16,
477,1.90645,-28.8878,-0.916916,48.2873,0.431809,-1.73347,0.686341,0.499117,-28.7227,1.50417,31.1126,0.564039,0.547513,-0.000959252,-0.11804,0.278212,0.12685,-1.90676,-0.133806,1.2378,0.195473,0.8,0.02,0,0.0194361,0.0612981,-0.0218491,0.28184,-0.0479817,-0.397471,0.0704617,4.44089e-19,3.85186e-34,7.32015e-17,
478,1.90695,-28.8867,-0.911825,48.2667,0.427818,-1.72718,0.681845,0.499117,-28.7227,1.50417,31.1126,0.564039,0.547513,-0.000959252,-0.117962,0.278458,0.126763,-1.90563,-0.134,1.23621,0.195753,0.8,0.02,0,0.01937,0.0614955,-0.0218663,0.281543,-0.0484256,-0.396895,0.0700021,0,3.85186e-34,1.46403e-16,
479,1.90742,-28.8856,-0.906731,48.2463,0.423962,-1.72089,0.677476,0.499117,-28.7227,1.50417,31.1126,0.564039,0.547513,-0.000959252,-0.117885,0.278705,0.126675,-1.90451,-0.134196,1.23463,0.196031,0.8,0.02,0,0.0193122,0.0616874,-0.0218758,0.281253,-0.0488634,-0.396306,0.0695514,4.44089e-19,3.85186e-34,1.28103e-16,
480,2.08813,-28.9844,-1.34624,48.0846,0.483693,-1.79219,0.69722,0.499005,-28.7467,1.50927,31.0631,0.5676,0.548885,-0.000931489,-0.117808,0.278953,0.126588,-1.90338,-0.134393,1.23304,0.196307,0.8,0.02,0,0.0192617,0.0618737,-0.0218786,0.280968,-0.0492915,-0.395708,0.0691128,4.44089e-19,3.85186e-34,3.66008e-17,
481,2.08765,-28.983,-1.33932,48.0645,0.477704,-1.77821,0.694052,0.499005,-28.7467,1.50927,31.0631,0.5676,0.548885,-0.000931489,-0.11772,0.279198,0.126487,-1.90226,-0.134576,1.23145,0.19659,0.8,0.02,0,0.0219754,0.0613601,-0.0251912,0.280056,-0.0457505,-0.399005,0.0706657,4.44089e-19,3.85186e-34,7.32015e-17,
482,2.08785,-28.9819,-1.3332,48.0447,0.474188,-1.76958,0.689049,0.499005,-28.7467,1.50927,31.0631,0.5676,0.548885,-0.000931489,-0.117632,0.279443,0.126385,-1.90114,-0.134755,1.22985,0.196872,0.8,0.02,0,0.021955,0.0612596,-0.0254242,0.27942,-0.0449268,-0.399844,0.0706367,8.88178e-19,4.44089e-19,1.28103e-16,
483,2.08811,-28.981,-1.32718,48.0249,0.471387,-1.76274,0.68354,0.499005,-28.7467,1.50927,31.0631,0.5676,0.548885,-0.000931489,-0.117545,0.279688,0.126283,-1.90003,-0.134935,1.22825,0.197153,0.8,0.02,0,0.0218122,0.0613152,-0.0255072,0.278964,-0.0448966,-0.399823,0.0702219,4.44089e-19,3.85186e-34,1.18952e-16,
484,2.08835,-28.9802,-1.32119,48.0052,0.468827,-1.75654,0.677914,0.499005,-28.7467,1.50927,31.0631,0.5676,0.548885,-0.000931489,-0.117459,0.279934,0.126181,-1.89891,-0.135115,1.22665,0.197432,0.8,0.02,0,0.0216783,0.0614388,-0.0255706,0.278602,-0.0450862,-0.399486,0.0696964,1.33227e-18,-4.44089e-19,-6.40513e-17,
485,2.08856,-28.9794,-1.31521,47.9856,0.466375,-1.75057,0.672287,0.499005,-28.7467,1.50927,31.0631,0.5676,0.548885,-0.000931489,-0.117372,0.28018,0.126079,-1.8978,-0.135297,1.22506,0.197709,0.8,0.02,0,0.0215597,0.061591,-0.0256198,0.278289,-0.0453319,-0.399023,0.0691411,8.88178e-19,3.85186e-34,-9.15019e-18,
486,2.08874,-28.9788,-1.30923,47.9661,0.463998,-1.74468,0.666698,0.499005,-28.7467,1.50927,31.0631,0.5676,0.548885,-0.000931489,-0.117286,0.280427,0.125976,-1.89669,-0.135479,1.22346,0.197983,0.8,0.02,0,0.0214554,0.0617541,-0.0256564,0.278001,-0.0455888,-0.398505,0.0685803,8.88178e-19,4.44089e-19,2.74506e-17,
487,2.08888,-28.9782,-1.30326,47.9466,0.461689,-1.7388,0.661161,0.499005,-28.7467,1.50927,31.0631,0.5676,0.548885,-0.000931489,-0.117201,0.280675,0.125873,-1.89558,-0.135662,1.22187,0.198255,0.8,0.02,0,0.0213635,0.0619199,-0.0256818,0.277725,-0.0458456,-0.397961,0.0680216,8.88178e-19,8.88178e-19,9.15019e-18,
488,2.08899,-28.9776,-1.2973,47.9271,0.459449,-1.73291,0.655684,0.499005,-28.7467,1.50927,31.0631,0.5676,0.548885,-0.000931489,-0.117116,0.280924,0.125771,-1.89447,-0.135847,1.22028,0.198525,0.8,0.02,0,0.0212825,0.0620849,-0.0256974,0.277457,-0.0460993,-0.3974,0.0674675,8.88178e-19,4.44089e-19,-5.49011e-17,
489,2.08907,-28.9771,-1.29133,47.9078,0.45728,-1.72699,0.650275,0.499005,-28.7467,1.50927,31.0631,0.5676,0.548885,-0.000931489,-0.117031,0.281173,0.125668,-1.89336,-0.136032,1.21869,0.198793,0.8,0.02,0,0.021211,0.0622474,-0.0257044,0.277194,-0.0463492,-0.396829,0.0669191,4.44089e-19,3.85186e-34,1.83004e-17,
490,2.31844,-29.1361,-1.84318,47.7409,0.454581,-1.79435,0.568427,0.499282,-28.7741,1.51487,31.0151,0.57103,0.550779,-0.000902277,-0.116946,0.281422,0.125565,-1.89225,-0.136219,1.21711,0.199058,0.8,0.02,0,0.0211479,0.0624072,-0.0257038,0.276934,-0.0465948,-0.39625,0.0663772,4.44089e-19,3.85186e-34,1.83004e-17,
491,2.31822,-29.1351,-1.83594,47.7219,0.452669,-1.78103,0.563837,0.499282,-28.7741,1.51487,31.0151,0.57103,0.550779,-0.000902277,-0.116849,0.281669,0.125445,-1.89115,-0.136406,1.21551,0.199293,0.8,0.02,0,0.0244529,0.0616901,-0.0299757,0.276017,-0.0468553,-0.399566,0.0587032,1.33227e-18,-4.44089e-19,3.66008e-17,
492,2.31859,-29.1344,-1.82956,47.7031,0.450833,-1.77217,0.558996,0.499282,-28.7741,1.51487,31.0151,0.57103,0.550779,-0.000902277,-0.116751,0.281915,0.125324,-1.89005,-0.136595,1.21391,0.199524,0.8,0.02,0,0.0244131,0.0614633,-0.0302991,0.275341,-0.0473247,-0.400312,0.0577561,4.44089e-19,-4.44089e-19,3.66008e-17,
493,2.31897,-29.134,-1.82323,47.6843,0.449041,-1.76478,0.554202,0.499282,-28.7741,1.51487,31.0151,0.57103,0.550779,-0.000902277,-0.116654,0.28216,0.125202,-1.88895,-0.136786,1.21231,0.199753,0.8,0.02,0,0.0242433,0.0614339,-0.0304048,0.274865,-0.0476266,-0.400196,0.0572348,8.88178e-19,-4.44089e-19,-6.40513e-17,
494,2.31931,-29.1337,-1.81693,47.6655,0.447319,-1.75792,0.54949,0.499282,-28.7741,1.51487,31.0151,0.57103,0.550779,-0.000902277,-0.116558,0.282406,0.12508,-1.88785,-0.136977,1.21071,0.19998,0.8,0.02,0,0.0240909,0.0614972,-0.0304792,0.274507,-0.0478587,-0.399773,0.0567511,0,4.44089e-19,-9.15019e-18,
495,2.31961,-29.1334,-1.81063,47.6467,0.445683,-1.75127,0.544874,0.499282,-28.7741,1.51487,31.0151,0.57103,0.550779,-0.000902277,-0.116462,0.282653,0.124958,-1.88675,-0.137169,1.20911,0.200205,0.8,0.02,0,0.0239582,0.0616037,-0.0305353,0.274209,-0.048059,-0.399226,0.0562787,4.44089e-19,3.85186e-34,-4.62223e-33,
496,2.31988,-29.1332,-1.80433,47.628,0.444143,-1.74468,0.540364,0.499282,-28.7741,1.51487,31.0151,0.57103,0.550779,-0.000902277,-0.116366,0.2829,0.124836,-1.88566,-0.137362,1.20752,0.200428,0.8,0.02,0,0.0238423,0.0617299,-0.0305766,0.27394,-0.0482415,-0.398623,0.0558161,4.44089e-19,3.85186e-34,-1.83004e-17,
497,2.32011,-29.133,-1.79804,47.6094,0.442708,-1.7381,0.535968,0.499282,-28.7741,1.51487,31.0151,0.57103,0.550779,-0.000902277,-0.116271,0.283147,0.124713,-1.88456,-0.137556,1.20592,0.20065,0.8,0.02,0,0.0237406,0.0618644,-0.0306053,0.273686,-0.0484125,-0.397991,0.0553639,4.44089e-19,3.85186e-34,3.66008e-17,
498,2.32031,-29.1329,-1.79175,47.5908,0.441391,-1.7315,0.531697,0.499282,-28.7741,1.51487,31.0151,0.57103,0.550779,-0.000902277,-0.116177,0.283395,0.124591,-1.88347,-0.13775,1.20434,0.200869,0.8,0.02,0,0.0236512,0.0620022,-0.030623,0.27344,-0.0485743,-0.397344,0.054923,4.44089e-19,3.85186e-34,-1.83004e-17,
499,2.32048,-29.1327,-1.78545,47.5724,0.440219,-1.7249,0.527565,0.499282,-28.7741,1.51487,31.0151,0.57103,0.550779,-0.000902277,-0.116083,0.283644,0.124468,-1.88238,-0.137945,1.20275,0.201087,0.8,0.02,0,0.0235726,0.0621409,-0.0306311,0.273197,-0.0487273,-0.396687,0.0544944,4.44089e-19,4.44089e-19,2.74506e-17,
500,2.62613,-29.375,-2.50319,47.3936,0.37426,-1.78404,0.359842,0.49991,-28.8046,1.52094,30.9686,0.574337,0.553159,-0.000871737,-0.115989,0.283893,0.124346,-1.88128,-0.138141,1.20116,0.201304,0.8,0.02,0,0.0235033,0.0622794,-0.0306307,0.272958,-0.0488701,-0.396023,0.0540793,0,8.88178e-19,9.15019e-17,
501,2.62467,-29.374,-2.49366,47.3759,0.377915,-1.77337,0.353571,0.49991,-28.8046,1.52094,30.9686,0.574337,0.553159,-0.000871737,-0.115878,0.284138,0.124201,-1.8802,-0.138353,1.19957,0.201458,0.8,0.02,0,0.0277528,0.0612928,-0.036294,0.271946,-0.0530746,-0.399058,0.0386611,0,4.44089e-19,1.28103e-16,
502,2.62381,-29.3733,-2.48515,47.3583,0.379106,-1.76584,0.348658,0.49991,-28.8046,1.52094,30.9686,0.574337,0.553159,-0.000871737,-0.115767,0.284382,0.124054,-1.87911,-0.138572,1.19797,0.201606,0.8,0.02,0,0.0276923,0.0609067,-0.0367156,0.271208,-0.0547539,-0.39974,0.0368581,0,8.88178e-19,1.64703e-16,
503,2.62288,-29.3729,-2.47669,47.3407,0.379562,-1.75934,0.344271,0.49991,-28.8046,1.52094,30.9686,0.574337,0.553159,-0.000871737,-0.115657,0.284625,0.123906,-1.87803,-0.138793,1.19637,0.201751,0.8,0.02,0,0.0274773,0.0607707,-0.0368303,0.270715,-0.0552733,-0.399638,0.0362115,8.88178e-19,4.44089e-19,7.32015e-17,
504,2.62189,-29.3726,-2.46824,47.323,0.379827,-1.75326,0.340068,0.49991,-28.8046,1.52094,30.9686,0.574337,0.553159,-0.000871737,-0.115548,0.284868,0.123759,-1.87695,-0.139015,1.19477,0.201894,0.8,0.02,0,0.0272875,0.0607576,-0.0369004,0.270368,-0.0554272,-0.399255,0.0357395,8.88178e-19,4.44089e-19,5.49011e-17,
